candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
MEL,6,43,25,8,9,9,,pt3,all
DV,9,39,34,11,3,4,,pt3,all
EP,7,40,36,13,3,1,,pt3,all
JLB,6,40,31,8,8,7,,pt3,all
GA,6,38,35,19,1,1,,pt3,all
SL,6,37,36,17,3,1,,pt3,all
FH,7,35,38,20,0,0,,pt3,all
BC,5,36,34,12,8,5,,pt3,all
SRo,7,34,36,19,3,1,,pt3,all
GD,8,33,33,22,3,1,,pt3,all
JB,17,23,23,35,1,1,,pt3,all
BM,8,32,34,23,3,0,,pt3,all
NS,11,29,31,29,0,0,,pt3,all
MBa,4,35,41,10,6,4,,pt3,all
BR,6,33,31,21,4,5,,pt3,all
XB,4,34,37,11,9,5,,pt3,all
RD,6,32,35,23,3,1,,pt3,all
MLP,16,22,25,37,0,0,,pt3,all
MM,12,25,28,32,2,1,,pt3,all
FR,6,30,35,9,9,11,,pt3,all
FRo,3,31,35,12,10,9,,pt3,all
RG,5,29,31,17,9,9,,pt3,all
EB,3,30,37,25,3,2,,pt3,all
RM,8,25,27,20,9,11,,pt3,all
LW,3,29,39,19,6,4,,pt3,all
BLM,3,29,40,21,4,3,,pt3,all
GL,3,29,40,16,6,6,,pt3,all
YJ,3,29,31,10,12,15,,pt3,all
OF,3,29,36,11,10,11,,pt3,all
AH,5,27,38,27,2,1,,pt3,all
VP,3,28,43,21,3,2,,pt3,all
LN,3,28,26,10,12,21,,pt3,all
CE,3,27,34,19,8,9,,pt3,all
YBP,5,25,32,11,11,16,,pt3,all
EC,5,24,34,28,4,5,,pt3,all
SR,4,25,31,24,9,7,,pt3,all
CA,4,25,25,11,16,19,,pt3,all
HM,2,27,34,7,14,16,,pt3,all
FXB,4,25,35,11,10,15,,pt3,all
CV,3,25,36,9,13,14,,pt3,all
AB,5,23,33,11,13,15,,pt3,all
AdM,3,25,29,9,17,17,,pt3,all
SK,7,20,25,18,13,17,,pt3,all
JLM,9,18,28,44,1,0,,pt3,all
EM,6,21,36,37,0,0,,pt3,all
MB,6,21,33,16,13,11,,pt3,all
JNB,3,23,36,9,13,16,,pt3,all
MT,4,21,29,18,13,15,,pt3,all
RH,5,20,26,20,13,16,,pt3,all
RL,2,23,25,8,19,23,,pt3,all
