candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
MLP,18,18,17,10,37,0,,pt1,all
EP,8,25,31,17,19,0,,pt1,all
GA,8,23,34,14,21,0,,pt1,all
BLM,5,20,36,17,22,0,,pt1,all
FR,7,14,38,18,23,0,,pt1,all
JLM,6,13,18,14,49,0,,pt1,all
FRo,4,15,40,19,22,0,,pt1,all
GD,4,15,34,20,27,0,,pt1,all
XB,3,15,41,20,21,0,,pt1,all
BC,3,14,43,18,22,0,,pt1,all
EZ,7,10,16,15,52,0,,pt1,all
LW,4,11,37,21,27,0,,pt1,all
RG,5,9,46,18,22,0,,pt1,all
OF,2,11,43,20,24,0,,pt1,all
FB,2,10,36,23,29,0,,pt1,all
YBP,3,6,47,19,25,0,,pt1,all
DL,3,6,53,15,23,0,,pt1,all
