candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
EP,11,25,25,17,20,2,,pt1,all
JB,17,16,15,10,40,2,,pt1,all
MLP,15,16,14,10,43,2,,pt1,all
GA,10,21,25,19,23,2,,pt1,all
GD,6,20,26,20,26,2,,pt1,all
RG,7,16,32,20,23,2,,pt1,all
BLM,5,18,31,20,24,2,,pt1,all
FR,7,12,30,22,27,2,,pt1,all
XB,4,15,35,21,22,3,,pt1,all
JLM,7,9,13,15,54,2,,pt1,all
BC,4,12,37,23,22,2,,pt1,all
FB,3,13,32,25,25,2,,pt1,all
FRo,3,13,31,25,26,2,,pt1,all
OF,2,11,34,25,26,2,,pt1,all
YBP,2,10,40,22,24,2,,pt1,all
LW,2,10,35,25,26,2,,pt1,all
EZ,4,7,15,13,59,2,,pt1,all
DL,2,6,45,20,25,2,,pt1,all
