candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
DV,7,42,33,13,4,1,,pt3,all
JLB,5,39,41,8,5,2,,pt3,all
JB,16,27,27,26,3,1,,pt3,all
EP,5,36,40,16,2,1,,pt3,all
SL,5,36,40,15,3,1,,pt3,all
GD,5,35,35,23,1,1,,pt3,all
NS,9,31,32,27,0,1,,pt3,all
FH,5,35,39,20,1,0,,pt3,all
MBa,3,36,44,12,4,1,,pt3,all
MM,9,30,32,25,3,1,,pt3,all
FRo,4,35,37,12,9,3,,pt3,all
MLP,13,26,28,32,1,0,,pt3,all
SRo,4,35,40,17,3,1,,pt3,all
JC,3,35,44,14,3,1,,pt3,all
BR,6,32,35,20,5,2,,pt3,all
BC,3,35,43,12,6,1,,pt3,all
GA,5,33,39,20,2,1,,pt3,all
FR,7,30,38,13,10,2,,pt3,all
RM,7,29,38,16,7,3,,pt3,all
RD,4,31,40,21,3,1,,pt3,all
XB,2,33,44,12,6,3,,pt3,all
OF,2,31,43,13,7,4,,pt3,all
RG,5,28,40,15,10,2,,pt3,all
HM,2,31,37,11,14,5,,pt3,all
YJ,2,31,37,16,10,4,,pt3,all
CA,4,28,34,14,15,5,,pt3,all
MT,4,28,38,16,9,5,,pt3,all
BLM,3,29,44,20,3,1,,pt3,all
VP,3,29,45,20,3,0,,pt3,all
EC,4,27,37,26,5,1,,pt3,all
LW,4,27,45,19,4,1,,pt3,all
FXB,1,30,41,11,12,5,,pt3,all
SR,3,28,36,23,7,3,,pt3,all
GL,3,28,41,19,7,2,,pt3,all
MB,7,23,39,16,10,5,,pt3,all
JLM,8,22,30,39,1,0,,pt3,all
EB,4,26,40,27,2,1,,pt3,all
AH,2,28,40,27,3,0,,pt3,all
AB,2,27,43,13,11,4,,pt3,all
CV,1,28,43,12,11,5,,pt3,all
SK,9,20,34,15,15,7,,pt3,all
RH,7,22,36,17,12,6,,pt3,all
LN,4,25,33,10,18,10,,pt3,all
CE,4,25,42,19,7,3,,pt3,all
AdM,2,26,36,11,17,8,,pt3,all
JNB,1,26,44,10,13,6,,pt3,all
MP,5,22,33,26,10,4,,pt3,all
YBP,2,24,42,15,11,6,,pt3,all
RL,2,24,34,8,22,10,,pt3,all
EM,5,20,36,39,0,0,,pt3,all
