candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
MLP,18,16,12,8,39,7,,pt1,all
JB,19,14,14,7,38,8,,pt1,all
EP,6,17,25,18,27,7,,pt1,all
MM,8,14,18,12,41,7,,pt1,all
GD,3,17,28,18,26,8,,pt1,all
GA,4,15,26,18,30,7,,pt1,all
EC,6,13,22,15,36,8,,pt1,all
BR,4,13,28,16,31,8,,pt1,all
JLM,9,8,10,8,57,8,,pt1,all
RG,3,13,30,20,26,8,,pt1,all
SL,2,14,28,23,25,8,,pt1,all
SK,6,9,26,14,37,8,,pt1,all
FH,4,11,22,24,31,8,,pt1,all
EZ,6,9,13,11,54,7,,pt1,all
FR,4,10,29,21,28,8,,pt1,all
BC,3,10,35,23,22,7,,pt1,all
FRo,3,10,31,21,27,8,,pt1,all
DL,3,9,38,18,24,8,,pt1,all
XB,3,8,33,23,25,8,,pt1,all
JC,2,9,29,25,27,8,,pt1,all
DV,3,8,29,23,30,7,,pt1,all
MT,3,8,29,18,35,7,,pt1,all
CA,3,7,32,21,30,7,,pt1,all
BLM,2,8,28,24,30,8,,pt1,all
OF,1,8,33,25,26,7,,pt1,all
LW,1,7,28,26,31,7,,pt1,all
YBP,1,7,33,22,29,8,,pt1,all
MBa,1,7,33,25,26,8,,pt1,all
BV,2,5,38,21,27,7,,pt1,all
