candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
GA,10,43,22,18,4,3,,pt3,all
EP,11,41,25,14,6,3,,pt3,all
FH,6,42,33,17,1,1,,pt3,all
SRo,5,42,34,14,3,2,,pt3,all
BLM,7,40,27,16,7,3,,pt3,all
RD,6,40,32,13,4,5,,pt3,all
NS,7,38,32,21,2,0,,pt3,all
JB,14,30,20,23,7,6,,pt3,all
MLP,15,28,26,30,1,0,,pt3,all
BC,5,38,26,12,12,7,,pt3,all
FR,9,34,23,12,14,8,,pt3,all
LW,5,37,31,14,8,5,,pt3,all
MM,11,30,25,26,3,5,,pt3,all
NDA,8,33,28,17,9,5,,pt3,all
FRo,4,37,27,11,13,8,,pt3,all
XB,5,35,27,11,13,9,,pt3,all
FB,4,35,36,16,4,5,,pt3,all
GD,7,32,29,24,3,5,,pt3,all
GL,3,35,31,11,12,8,,pt3,all
EB,7,31,31,25,2,4,,pt3,all
EDM,6,31,28,23,8,4,,pt3,all
RM,8,28,21,14,16,13,,pt3,all
EM,6,30,34,30,0,0,,pt3,all
OV,4,31,34,18,8,5,,pt3,all
YJ,5,30,26,16,14,9,,pt3,all
VP,4,31,37,19,6,3,,pt3,all
SL,3,31,28,9,19,10,,pt3,all
EC,4,30,32,20,7,7,,pt3,all
CE,3,31,31,15,13,7,,pt3,all
NM,5,28,30,21,11,5,,pt3,all
CA,5,27,24,15,17,12,,pt3,all
AH,3,29,31,30,4,3,,pt3,all
AB,3,29,27,12,17,12,,pt3,all
OF,4,27,25,9,22,13,,pt3,all
JLM,9,21,29,38,2,1,,pt3,all
FXB,4,24,27,8,24,13,,pt3,all
RG,5,23,18,9,27,18,,pt3,all
SR,4,23,24,26,15,8,,pt3,all
YBP,3,24,23,8,26,16,,pt3,all
CV,2,25,21,8,28,16,,pt3,all
BR,3,23,28,8,23,15,,pt3,all
AOC,2,24,32,21,13,8,,pt3,all
APR,3,23,26,10,23,15,,pt3,all
SS,3,23,26,7,27,14,,pt3,all
EZ,8,17,28,42,3,2,,pt3,all
CBe,3,21,28,9,24,15,,pt3,all
OG,3,21,16,6,34,20,,pt3,all
DL,3,20,15,6,34,22,,pt3,all
MP,4,17,20,21,23,15,,pt3,all
SAR,2,19,21,6,31,21,,pt3,all
