candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
EP,10,25,28,17,17,3,,pt1,all
MLP,15,17,18,12,35,3,,pt1,all
JB,15,16,22,14,30,3,,pt1,all
GA,8,22,29,18,20,3,,pt1,all
BLM,4,20,34,19,20,3,,pt1,all
GD,3,17,32,20,25,3,,pt1,all
XB,4,13,37,23,20,3,,pt1,all
FR,6,9,39,20,23,3,,pt1,all
JLM,5,10,16,14,52,3,,pt1,all
FRo,3,11,40,24,20,2,,pt1,all
BC,3,11,43,22,19,2,,pt1,all
EZ,5,7,17,16,53,2,,pt1,all
FB,2,9,36,28,22,3,,pt1,all
RG,3,7,44,22,21,3,,pt1,all
LW,2,8,39,23,25,3,,pt1,all
OF,2,7,46,22,20,3,,pt1,all
YBP,1,6,49,21,20,3,,pt1,all
DL,2,4,50,20,21,3,,pt1,all
