candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
EP,6,49,28,12,4,1,,pt3,all
GA,5,46,31,17,1,0,,pt3,all
MBa,4,46,30,10,7,3,,pt3,all
NS,10,39,27,23,1,0,,pt3,all
FH,7,40,38,15,0,0,,pt3,all
RD,6,40,35,17,1,1,,pt3,all
SRo,6,40,36,13,5,0,,pt3,all
BC,4,41,30,10,12,3,,pt3,all
GD,3,42,32,19,1,3,,pt3,all
JB,14,31,27,27,1,0,,pt3,all
FB,3,41,33,12,2,9,,pt3,all
JC,3,41,36,11,2,7,,pt3,all
FRo,4,39,32,11,10,4,,pt3,all
FR,6,36,33,9,13,3,,pt3,all
RG,6,35,26,9,18,6,,pt3,all
XB,3,38,36,11,9,3,,pt3,all
EB,3,38,33,21,2,3,,pt3,all
BLM,4,37,32,18,2,7,,pt3,all
GL,4,37,34,11,11,3,,pt3,all
VP,4,37,34,19,1,5,,pt3,all
LW,4,36,35,14,3,8,,pt3,all
MLP,11,29,26,33,1,0,,pt3,all
MM,8,31,29,29,1,2,,pt3,all
YJ,2,36,32,10,15,5,,pt3,all
FXB,6,32,31,9,17,5,,pt3,all
CE,2,35,35,15,10,3,,pt3,all
BR,4,32,27,13,19,5,,pt3,all
NDA,4,32,34,19,8,3,,pt3,all
AH,5,31,36,25,3,0,,pt3,all
OF,2,34,33,8,17,6,,pt3,all
EC,6,30,35,22,4,3,,pt3,all
SL,2,33,33,8,19,5,,pt3,all
SR,2,32,29,20,12,5,,pt3,all
RM,5,29,29,16,15,6,,pt3,all
MT,7,26,26,10,24,7,,pt3,all
EM,3,30,33,33,1,0,,pt3,all
CA,5,27,28,13,19,8,,pt3,all
LC,4,27,31,10,22,6,,pt3,all
YBP,3,28,29,11,21,8,,pt3,all
AB,1,29,32,11,20,7,,pt3,all
MP,4,26,25,20,19,6,,pt3,all
JLM,8,22,28,40,2,0,,pt3,all
MB,4,24,30,15,21,6,,pt3,all
SS,1,27,29,8,26,9,,pt3,all
DL,3,25,22,6,33,11,,pt3,all
CV,2,26,32,8,24,8,,pt3,all
EZ,7,18,32,41,1,1,,pt3,all
APR,1,24,34,9,24,8,,pt3,all
JNB,2,23,25,5,33,12,,pt3,all
DM,2,22,26,6,34,10,,pt3,all
