candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
FRo,9,39,15,12,25,,,pt2,left
FR,14,32,16,12,26,,,pt2,left
RG,9,29,18,20,24,,,pt2,left
JLM,11,24,26,30,9,,,pt2,left
FH,7,27,31,25,10,,,pt2,left
MT,6,26,19,15,34,,,pt2,left
OF,5,25,26,16,28,,,pt2,left
DV,6,23,28,24,19,,,pt2,left
EP,5,19,31,32,13,,,pt2,left
BC,3,19,25,28,25,,,pt2,left
GA,1,21,30,37,11,,,pt2,left
XB,0,17,26,32,25,,,pt2,left
YBP,1,13,18,34,34,,,pt2,left
MLP,2,11,13,69,5,,,pt2,left
GD,2,9,25,53,11,,,pt2,left
FB,1,10,22,56,11,,,pt2,left
JNB,2,8,14,21,55,,,pt2,left
LN,2,8,13,29,48,,,pt2,left
JB,2,8,10,73,7,,,pt2,left
GL,1,9,17,44,29,,,pt2,left
RD,1,9,17,59,14,,,pt2,left
NS,2,7,16,68,7,,,pt2,left
BR,3,5,23,51,18,,,pt2,left
LW,1,7,23,48,21,,,pt2,left
JPF,1,6,12,16,65,,,pt2,left
SK,1,6,9,38,46,,,pt2,left
MM,0,7,13,72,8,,,pt2,left
DL,0,6,13,23,58,,,pt2,left
EC,1,3,18,61,17,,,pt2,left
EZ,1,2,5,88,4,,,pt2,left
