candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
JB,20,15,14,11,36,4,,pt1,all
MLP,19,14,14,13,36,4,,pt1,all
MM,9,14,20,15,39,3,,pt1,all
GD,4,18,29,19,26,4,,pt1,all
GA,4,18,24,23,27,4,,pt1,all
EP,3,18,26,23,26,4,,pt1,all
BR,6,12,30,22,26,4,,pt1,all
EC,4,14,24,20,35,3,,pt1,all
FH,3,15,22,23,33,4,,pt1,all
RG,4,13,29,22,28,4,,pt1,all
SK,7,9,33,17,30,4,,pt1,all
FR,4,12,32,23,25,4,,pt1,all
DV,3,12,31,24,26,4,,pt1,all
EZ,7,8,15,17,49,4,,pt1,all
BC,2,12,34,25,23,4,,pt1,all
XB,3,11,32,26,24,4,,pt1,all
JC,2,12,32,24,26,4,,pt1,all
JLM,4,10,14,15,53,4,,pt1,all
FRo,3,10,34,22,27,4,,pt1,all
OF,2,11,34,24,25,4,,pt1,all
MBa,2,10,31,27,26,4,,pt1,all
LW,2,9,32,25,28,4,,pt1,all
CA,3,8,31,23,31,4,,pt1,all
BLM,3,8,29,26,30,4,,pt1,all
YBP,1,9,34,23,29,4,,pt1,all
MT,2,8,32,22,32,4,,pt1,all
DL,2,7,41,22,24,4,,pt1,all
FB,1,6,23,27,39,4,,pt1,all
