candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
EP,9,45,29,12,4,1,,pt3,all
GA,7,42,29,16,5,1,,pt3,all
FH,6,39,33,22,0,0,,pt3,all
NS,9,35,33,22,1,0,,pt3,all
FR,10,33,25,12,17,3,,pt3,all
RD,5,38,39,15,1,2,,pt3,all
JB,19,23,18,33,1,6,,pt3,all
XB,4,38,32,12,12,2,,pt3,all
RG,6,34,31,7,18,4,,pt3,all
BLM,6,34,33,18,2,7,,pt3,all
FB,2,38,41,10,2,7,,pt3,all
SRo,4,35,39,16,1,5,,pt3,all
GD,4,35,30,26,1,4,,pt3,all
MLP,13,25,21,39,1,1,,pt3,all
FRo,3,35,31,11,17,3,,pt3,all
MM,13,24,23,35,1,4,,pt3,all
EB,2,35,30,24,2,7,,pt3,all
FXB,4,33,30,9,21,3,,pt3,all
YJ,5,32,33,11,16,3,,pt3,all
LW,2,35,37,13,2,11,,pt3,all
BC,4,32,36,10,15,3,,pt3,all
GL,4,31,35,11,16,3,,pt3,all
SR,2,32,25,22,16,3,,pt3,all
OF,4,28,26,8,29,5,,pt3,all
EM,5,27,31,37,0,0,,pt3,all
RM,4,28,28,16,21,3,,pt3,all
EDM,3,29,33,25,8,2,,pt3,all
CE,1,31,34,16,15,3,,pt3,all
VP,2,29,35,26,7,1,,pt3,all
SL,2,29,34,6,26,3,,pt3,all
NDA,5,26,38,20,9,2,,pt3,all
EC,5,24,27,33,10,1,,pt3,all
AH,2,26,35,28,7,2,,pt3,all
NB,1,27,33,10,24,5,,pt3,all
JLM,9,19,23,47,2,0,,pt3,all
BR,1,26,28,6,32,7,,pt3,all
MP,4,22,20,21,26,7,,pt3,all
SS,1,25,28,7,32,7,,pt3,all
AB,1,25,32,11,26,5,,pt3,all
NM,1,24,35,21,16,3,,pt3,all
EZ,5,19,24,49,3,0,,pt3,all
CV,2,22,23,7,38,8,,pt3,all
AOC,1,23,29,18,24,5,,pt3,all
YBP,3,21,28,9,34,5,,pt3,all
CBe,1,20,32,6,34,7,,pt3,all
PT,1,20,27,9,35,8,,pt3,all
FRi,2,18,27,6,37,10,,pt3,all
DL,3,17,20,4,45,11,,pt3,all
APR,1,19,29,9,35,7,,pt3,all
OG,1,18,18,5,48,10,,pt3,all
