candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
DV,10,44,34,9,2,1,,pt3,all
EP,8,45,30,13,2,2,,pt3,all
MBa,7,43,36,10,3,1,,pt3,all
JC,5,42,37,12,3,1,,pt3,all
GA,8,39,34,19,0,0,,pt3,all
SRo,7,39,36,15,2,1,,pt3,all
RD,8,38,38,14,2,0,,pt3,all
BR,11,35,28,17,4,5,,pt3,all
SL,5,40,33,11,6,5,,pt3,all
GD,7,38,34,20,1,0,,pt3,all
FR,7,37,34,9,6,7,,pt3,all
FRo,6,38,37,11,3,5,,pt3,all
XB,5,39,37,11,3,5,,pt3,all
BC,5,38,35,13,4,5,,pt3,all
GL,5,38,37,14,2,4,,pt3,all
FH,6,36,39,18,1,0,,pt3,all
YJ,4,38,33,13,7,5,,pt3,all
MLP,13,29,27,30,1,0,,pt3,all
JB,14,27,28,28,1,2,,pt3,all
BLM,4,36,36,19,1,4,,pt3,all
LW,4,36,38,17,2,3,,pt3,all
OF,2,37,38,12,5,6,,pt3,all
EB,5,34,34,25,1,1,,pt3,all
FB,5,33,41,18,1,2,,pt3,all
RM,8,30,35,16,5,6,,pt3,all
RG,7,31,35,12,8,7,,pt3,all
MM,9,29,32,27,2,1,,pt3,all
AH,5,33,35,25,2,0,,pt3,all
MT,5,33,31,11,10,10,,pt3,all
CA,5,32,32,12,9,10,,pt3,all
NS,9,28,36,26,1,0,,pt3,all
CE,4,33,36,16,6,5,,pt3,all
VP,5,32,41,19,2,1,,pt3,all
MV,4,32,37,24,2,1,,pt3,all
AB,4,32,38,15,7,4,,pt3,all
EM,6,29,31,34,0,0,,pt3,all
MB,8,27,36,14,8,7,,pt3,all
YBP,4,31,36,12,8,9,,pt3,all
SR,5,30,33,23,5,4,,pt3,all
APR,4,30,35,14,10,7,,pt3,all
CV,3,31,43,9,7,7,,pt3,all
FXB,4,29,41,10,9,7,,pt3,all
JNB,3,30,38,8,13,8,,pt3,all
EC,5,27,40,24,2,2,,pt3,all
SK,5,27,32,14,12,10,,pt3,all
MP,5,26,30,23,8,8,,pt3,all
JLM,9,22,32,37,0,0,,pt3,all
CM,4,27,35,5,13,16,,pt3,all
DL,5,24,30,8,18,15,,pt3,all
EL,2,26,35,8,17,12,,pt3,all
