candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
JB,21,16,12,9,39,3,,pt1,all
MLP,18,17,14,10,38,3,,pt1,all
MM,8,16,19,13,41,3,,pt1,all
EP,5,18,27,19,28,3,,pt1,all
GA,5,16,24,21,31,3,,pt1,all
GD,3,17,27,21,29,3,,pt1,all
EC,4,15,23,18,37,3,,pt1,all
BR,4,14,29,21,29,3,,pt1,all
RG,4,13,31,22,27,3,,pt1,all
FH,3,14,24,22,34,3,,pt1,all
JLM,9,8,11,11,58,3,,pt1,all
EZ,5,11,14,14,53,3,,pt1,all
DV,3,12,30,24,28,3,,pt1,all
JC,3,12,29,25,28,3,,pt1,all
XB,2,12,32,23,28,3,,pt1,all
SK,5,9,31,19,33,3,,pt1,all
SL,2,12,30,27,26,3,,pt1,all
BC,2,11,36,25,24,2,,pt1,all
FR,3,9,33,26,26,3,,pt1,all
DL,3,8,40,23,23,3,,pt1,all
FRo,2,9,35,24,27,3,,pt1,all
OF,1,10,35,23,28,3,,pt1,all
MBa,2,9,35,27,25,2,,pt1,all
LW,1,9,30,26,31,3,,pt1,all
MT,2,7,32,22,34,3,,pt1,all
BLM,1,8,30,26,32,3,,pt1,all
YBP,2,6,37,22,31,2,,pt1,all
CA,2,6,34,23,32,3,,pt1,all
BV,1,5,40,24,27,3,,pt1,all
