candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
MLP,27,46,8,10,9,,,pt2,farright
JB,13,35,15,15,22,,,pt2,farright
MM,20,26,16,26,12,,,pt2,farright
EC,9,34,14,20,23,,,pt2,farright
EZ,6,27,25,34,8,,,pt2,farright
BR,18,12,7,23,40,,,pt2,farright
NS,22,25,34,15,,,,pt2,farright
SK,5,10,28,50,,,,pt2,farright
GD,1,14,44,30,,,,pt2,farright
DV,3,21,58,10,,,,pt2,farright
LW,1,15,43,39,,,,pt2,farright
