candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population
JB,18,14,19,12,33,4,,pt1,all
MLP,16,15,17,10,38,4,,pt1,all
EP,6,25,28,19,18,4,,pt1,all
GA,5,21,30,17,23,4,,pt1,all
BLM,3,15,36,19,23,4,,pt1,all
GD,3,15,33,21,24,4,,pt1,all
FR,7,10,36,22,21,4,,pt1,all
JLM,6,11,16,15,48,4,,pt1,all
XB,3,14,38,22,19,4,,pt1,all
FRo,3,13,35,22,23,4,,pt1,all
EZ,5,10,13,14,54,4,,pt1,all
BC,3,12,41,21,19,4,,pt1,all
RG,3,11,40,21,21,4,,pt1,all
LW,2,11,35,23,25,4,,pt1,all
FB,1,10,37,23,25,4,,pt1,all
OF,2,8,42,22,22,4,,pt1,all
YBP,2,6,43,21,24,4,,pt1,all
DL,1,5,49,20,21,4,,pt1,all
