candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population,poll_id,poll_type,nb_people,start_date,end_date,folder,pdf_url,id,institut,commanditaire,mention1,mention2,mention3,mention4,mention5,mention6,mention7,nombre_mentions,question,name,surname,parti,annonce_candidature,retrait_candidature,second_round,candidate
RG,8,39,16,17,20.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,3,33,28,24,12.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,5,18,25,18,34.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,6,27,32,25,10.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,4,31,22,20,23.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,12,50,16,7,15.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
XB,5,41,21,12,21.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,3,23,23,18,33.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
RD,7,32,28,15,18.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,4,11,22,50,13.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,4,35,21,11,29.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,3,13,15,32,37.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,2,23,28,19,28.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,7,36,11,9,37.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,3,8,9,73,7.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
EZ,2,7,12,71,8.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MB,3,11,11,38,37.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Bompard,La France Insoumise,,,,Manuel Bompard
MBa,7,44,23,3,23.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Michel,Barnier,Les Républicains,,,,Michel Barnier
GA,17,53,16,4,10.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,13,36,15,10,26.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
CV,4,21,14,10,51.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Catherine,Vautrin,,,,,Catherine Vautrin
SL,5,32,13,7,43.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,4,32,29,17,18.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
EB,6,45,26,11,12.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Elisabeth,Borne,La République En Marche,,,,Elisabeth Borne
EL,8,19,9,14,50.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Lombard,,,,,Eric Lombard
BV,2,12,14,18,54.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Boris,Vallaud,Parti Socialiste,,,,Boris Vallaud
MV,4,37,26,21,12.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Valls,,,,,Manuel Valls
AB,3,26,16,12,43.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Aurore,Bergé,La République En Marche,,,,Aurore Bergé
SK,4,9,11,27,49.0,,,pt2,macron,elabe_202502,pt2,1000,2025-02-11,2025-02-12,polls/elabe_202502,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sarah,Knafo,,,,,Sarah Knafo
EP,20,56,14,4,6.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Edouard,Philippe,Horizons,,,,Edouard Philippe
JB,7,20,14,49,10.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella
MLP,5,14,13,60,8.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen
RG,9,30,21,13,27.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,2,31,36,21,10.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,2,24,21,23,30.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,5,33,30,21,11.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,2,17,34,18,29.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,9,56,20,6,9.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
DV,3,37,21,17,22.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Dominique,de Villepin,,,,,Dominique de Villepin
XB,6,39,22,11,22.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,2,23,27,18,30.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
RD,4,37,27,16,16.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,4,14,23,46,13.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,2,33,30,12,23.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,0,13,23,28,36.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,2,28,27,22,21.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,6,45,9,7,33.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,2,7,8,80,3.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
EZ,2,10,9,70,9.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MB,0,10,18,37,35.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Bompard,La France Insoumise,,,,Manuel Bompard
GA,20,57,10,8,5.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,14,38,16,11,21.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
DL,4,16,10,11,59.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",David,Lisnard,Les Républicains,,,,David Lisnard
SL,7,30,13,9,41.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,2,32,30,23,13.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
EB,3,44,23,17,13.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Elisabeth,Borne,La République En Marche,,,,Elisabeth Borne
EL,2,19,15,19,45.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Lombard,,,,,Eric Lombard
MV,3,31,29,23,14.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Valls,,,,,Manuel Valls
SK,3,9,9,31,48.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sarah,Knafo,,,,,Sarah Knafo
NDA,2,10,27,39,22.0,,,pt2,macron,elabe_202503,pt2,1016,2025-03-04,2025-03-05,polls/elabe_202503,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Dupont-Aignan,,,,,Nicolas Dupont-Aignan
EP,22,51,12,7,8.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Edouard,Philippe,Horizons,,,,Edouard Philippe
JB,3,16,18,57,6.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella
MLP,3,13,16,64,4.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen
RG,9,34,17,13,27.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,7,29,29,28,7.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,3,21,23,25,28.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,4,25,28,33,10.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,3,27,26,20,24.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,9,56,13,11,11.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
DV,6,33,25,13,23.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Dominique,de Villepin,,,,,Dominique de Villepin
MM,3,13,16,62,6.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marion,Maréchal,,,,,Marion Maréchal
XB,5,36,26,12,21.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,2,23,24,20,31.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
