candidate_id,intention_mention_1,intention_mention_2,intention_mention_3,intention_mention_4,intention_mention_5,intention_mention_6,intention_mention_7,poll_type_id,population,poll_id,poll_type,nb_people,start_date,end_date,folder,pdf_url,id,institut,commanditaire,mention1,mention2,mention3,mention4,mention5,mention6,mention7,nombre_mentions,question,name,surname,parti,annonce_candidature,retrait_candidature,second_round,candidate
RD,5,33,29,22,11.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,1,12,17,58,12.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,5,23,25,17,30.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,2,9,28,30,31.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,2,24,25,31,18.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,8,31,12,10,39.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,1,4,7,84,4.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
EZ,0,7,14,76,3.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MBa,6,46,22,10,16.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Michel,Barnier,Les Républicains,,,,Michel Barnier
GA,21,56,11,4,8.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,12,37,15,17,19.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
SL,9,27,11,11,42.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,4,28,29,25,14.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
EB,4,43,28,16,9.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Elisabeth,Borne,La République En Marche,,,,Elisabeth Borne
EL,3,14,16,17,50.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Lombard,,,,,Eric Lombard
BV,1,8,20,13,58.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Boris,Vallaud,Parti Socialiste,,,,Boris Vallaud
MV,1,24,34,28,13.0,,,pt2,macron,elabe_202504,pt2,1000,2025-04-01,2025-04-02,polls/elabe_202504,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Valls,,,,,Manuel Valls
EP,25,58,7,2,8.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Edouard,Philippe,Horizons,,,,Edouard Philippe
JB,5,16,19,55,5.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella
MLP,3,18,15,60,4.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen
RG,6,39,20,10,25.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,7,29,32,24,8.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,2,24,26,20,28.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,4,30,34,23,9.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,4,25,29,20,22.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,16,47,16,9,12.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
MM,3,13,18,58,8.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marion,Maréchal,,,,,Marion Maréchal
XB,4,46,27,7,16.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,4,21,30,16,29.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
EC,3,13,23,48,13.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
GL,5,28,22,15,30.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,5,12,22,28,33.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,4,28,29,21,18.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,13,37,14,5,31.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,5,5,13,73,4.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
EZ,1,10,11,73,5.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MBa,5,48,23,5,19.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Michel,Barnier,Les Républicains,,,,Michel Barnier
MP,3,10,17,41,29.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Mathilde,Panot,La France Insoumise,,,,Mathilde Panot
GA,22,55,11,3,9.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gabriel,Attal,La République En Marche,,,,Gabriel Attal
BR,14,38,19,12,17.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bruno,Retailleau,Les Républicains,,,,Bruno Retailleau
CV,2,23,21,9,45.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Catherine,Vautrin,,,,,Catherine Vautrin
SL,7,33,18,6,36.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Sébastien,Lecornu,Les Républicains,,,,Sébastien Lecornu
VP,4,30,33,20,13.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Valérie,Pécresse,Les Républicains,,,,Valérie Pécresse
EB,5,46,26,14,9.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Elisabeth,Borne,La République En Marche,,,,Elisabeth Borne
EL,4,21,21,12,42.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Lombard,,,,,Eric Lombard
BV,3,13,22,10,52.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Boris,Vallaud,Parti Socialiste,,,,Boris Vallaud
AdM,2,24,15,6,53.0,,,pt2,macron,elabe_202505,pt2,1002,2025-04-29,2025-04-30,polls/elabe_202505,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Amélie,de Montchalin,,,,,Amélie de Montchalin
EP,24,53,11,5,7.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Edouard,Philippe,Horizons,,,,Edouard Philippe
JB,2,12,20,57,9.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jordan,Bardella,Rassemblement National,,,,Jordan Bardella
MLP,3,6,19,67,5.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Le Pen,Rassemblement National,,,,Marine Le Pen
RG,8,40,15,11,26.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Raphaël,Glucksmann,,,,,Raphaël Glucksmann
FH,4,26,37,23,10.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Hollande,Parti Socialiste,,,,François Hollande
FR,4,23,26,20,27.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Ruffin,La France Insoumise,,,,François Ruffin
NS,4,32,31,22,11.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Nicolas,Sarkozy,Les Républicains,,,,Nicolas Sarkozy
FRo,2,26,26,19,27.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Fabien,Roussel,Parti Communiste Français,,,,Fabien Roussel
GD,9,49,23,8,11.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérald,Darmanin,,,,,Gérald Darmanin
FB,6,49,14,5,26.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Bayrou,Mouvement Démocrate,,,,François Bayrou
FB,5,50,20,10,15.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",François,Bayrou,Mouvement Démocrate,,,,François Bayrou
MM,4,8,21,63,4.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marion,Maréchal,,,,,Marion Maréchal
XB,5,45,23,8,19.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Xavier,Bertrand,Les Républicains,,,,Xavier Bertrand
OF,1,20,30,17,32.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Olivier,Faure,Parti Socialiste,,,,Olivier Faure
RD,5,41,28,16,10.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Rachida,Dati,Les Républicains,,,,Rachida Dati
EC,3,6,22,56,13.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Ciotti,Les Républicains,,,,Eric Ciotti
BC,11,48,17,4,20.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Bernard,Cazeneuve,Parti Socialiste,,,,Bernard Cazeneuve
GL,7,33,22,12,26.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Gérard,Larcher,Les Républicains,,,,Gérard Larcher
MT,3,14,27,23,33.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Marine,Tondelier,Europe Écologie Les Verts,,,,Marine Tondelier
LW,5,28,33,12,22.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Laurent,Wauquiez,Les Républicains,,,,Laurent Wauquiez
YBP,8,41,9,5,37.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Yaël,Braun-Pivet,,,,,Yaël Braun-Pivet
JLM,2,1,10,82,5.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Luc,Mélenchon,La France Insoumise,,,,Jean-Luc Mélenchon
JYLD,13,41,13,4,29.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Jean-Yves,Le Drian,,,,,Jean-Yves Le Drian
EZ,3,5,8,79,5.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Eric,Zemmour,,,,,Eric Zemmour
MB,16,49,17,4,14.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Manuel,Bompard,La France Insoumise,,,,Manuel Bompard
AH,4,14,33,36,13.0,,,pt2,macron,elabe_202412,pt2,1000,2024-12-10,2024-12-11,polls/elabe_202412,,pt2,ELABE,Les Echos,une image très positive,une image plutôt positive,une image plutôt négative,une image très négative,sans opinion,,,5,"Pour chacune des personnalités suivantes, indiquez si vous en avez une image positive ou une image négative ? ",Anne,Hidalgo,Parti Socialiste,,,,Anne Hidalgo
